10Percentile,90Percentile,Energy,Entropy,InterquartileRange,Kurtosis,Maximum,MeanAbsoluteDeviation,Mean,Median,Minimum,Range,RobustMeanAbsoluteDeviation,RootMeanSquared,Skewness,TotalEnergy,Uniformity,Variance,Elongation,Flatness,LeastAxisLength,MajorAxisLength,Maximum2DDiameterColumn,Maximum2DDiameterRow,Maximum2DDiameterSlice,Maximum3DDiameter,MeshVolume,MinorAxisLength,Sphericity,SurfaceArea,SurfaceVolumeRatio,VoxelVolume,Autocorrelation,ClusterProminence,ClusterShade,ClusterTendency,Contrast,Correlation,DifferenceAverage,DifferenceEntropy,DifferenceVariance,Id,Idm,Idmn,Idn,Imc1,Imc2,InverseVariance,JointAverage,JointEnergy,JointEntropy,MCC,MaximumProbability,SumAverage,SumEntropy,SumSquares,GrayLevelNonUniformity,GrayLevelNonUniformityNormalized,GrayLevelVariance,HighGrayLevelZoneEmphasis,LargeAreaEmphasis,LargeAreaHighGrayLevelEmphasis,LargeAreaLowGrayLevelEmphasis,LowGrayLevelZoneEmphasis,SizeZoneNonUniformity,SizeZoneNonUniformityNormalized,SmallAreaEmphasis,SmallAreaHighGrayLevelEmphasis,SmallAreaLowGrayLevelEmphasis,ZoneEntropy,ZonePercentage,ZoneVariance,HighGrayLevelRunEmphasis,LongRunEmphasis,LongRunHighGrayLevelEmphasis,LongRunLowGrayLevelEmphasis,LowGrayLevelRunEmphasis,RunEntropy,RunLengthNonUniformity,RunLengthNonUniformityNormalized,RunPercentage,RunVariance,ShortRunEmphasis,ShortRunHighGrayLevelEmphasis,ShortRunLowGrayLevelEmphasis,Busyness,Coarseness,Complexity,Strength,DependenceEntropy,DependenceNonUniformity,DependenceNonUniformityNormalized,DependenceVariance,HighGrayLevelEmphasis,LargeDependenceEmphasis,LargeDependenceHighGrayLevelEmphasis,LargeDependenceLowGrayLevelEmphasis,LowGrayLevelEmphasis,SmallDependenceEmphasis,SmallDependenceHighGrayLevelEmphasis,SmallDependenceLowGrayLevelEmphasis,Label
26,114,9920149104,2.215993106,50,2.228713893,182,26.60975103,77.0344471,83,1,181,20.59655398,83.31617237,-0.559070233,9920149104,0.234540562,1007.278538,0.740594686,0.675305013,108.4157007,160.543308,167.725967,183.1747799,145.8252379,184.3827541,1428824.25,118.8975207,0.738539595,83067.19564,0.058136748,1429090,14.60269027,85.07708558,-8.977351818,6.04895953,0.022444349,0.848543357,0.409647058,1.126689774,0.32239513,0.80878278,0.803701599,0.992518322,0.955416935,-0.396862818,0.904612424,0.340739466,3.635127376,0.125681245,3.524895888,0.850931591,0.253072212,7.270254751,2.993093897,1.635995999,335179.5711,0.223979865,1.678507149,17.78624174,184383987.8,3185776537,18916906.25,0.337739587,674.5973572,0.262183194,0.524036536,9.829860181,0.154239593,5.197182655,0.001800446,184075498.9,11.89867055,18.57973754,348.9107911,2.682947851,0.194387338,4.574936605,164214.9748,0.294992551,0.381352038,11.24628418,0.546031479,5.685521377,0.114321071,2961.114025,1.16E-05,6.473959004,0.000242567,6.277869122,76293.90721,0.053386356,42.09950245,14.63769602,333.9914995,5838.802303,51.75598954,0.173777429,0.007553037,0.093699999,0.001791323,1
29,135,15531884202,2.539379162,65,1.872847396,255,32.97442573,86.99341851,92,2,253,26.44958409,95.08250581,-0.262257519,15531884202,0.181666206,1472.828049,0.794215782,0.681252304,114.3776735,167.8932648,178.3143292,191.637679,158.6474078,196.5527919,1717820.125,133.3434806,0.66074932,104978.2165,0.061111297,1717999,18.41975718,161.8707237,-8.170571287,9.010272348,0.01401164,0.86990933,0.495633884,1.234172363,0.373519575,0.772515517,0.765197501,0.994930949,0.959518724,-0.391719975,0.924714933,0.394583772,4.040261968,0.078764457,4.071386916,0.875522689,0.157478956,8.080523937,3.403085065,2.409170312,312102.3607,0.184111081,2.443811261,19.26023392,139038676.1,2859273519,11832407.52,0.443094573,668.4253057,0.177678178,0.4206271,8.392971666,0.170850166,5.940952565,0.002189757,138830127,16.08802934,10.83327726,251.8920909,1.233963774,0.15672286,4.659012027,259115.8812,0.330396192,0.447193105,5.533257171,0.582064693,8.629261204,0.09310656,1663.03419,1.07E-05,20.1888188,0.000667436,6.802926382,81982.84527,0.047719961,35.94030212,18.45961028,272.2687935,5961.573109,34.85470497,0.14479755,0.008927376,0.141192087,0.001836603,1
28,91,7967085514,1.826884298,38,2.15548243,119,19.94755163,64.63356633,70,4,115,15.456535,68.75567531,-0.543747038,6564676174,0.313191365,549.8449908,0.788974665,0.688982426,106.7739185,154.9733555,160.5097471,172.5636771,145.8317336,176.6285828,1388348.396,122.2700512,0.726103284,82886.6713,0.059701637,1388660.889,10.41714144,28.88187695,-4.43902492,3.433810602,0.020699904,0.841145771,0.277870315,0.887819864,0.216475872,0.864071879,0.862884457,0.988761084,0.95411969,-0.436949882,0.888118164,0.262190975,3.103656092,0.203398497,2.831731496,0.8426808,0.371541736,6.207312184,2.507088553,0.932469264,527827.6712,0.29133458,0.948540638,9.887339056,471035020.3,5850264925,50912512.02,0.522718616,308.8948498,0.165716121,0.408611034,4.282104283,0.191477663,5.659410027,0.001106021,470217548.2,8.449816512,36.59986837,478.755513,5.210461522,0.22332696,4.741468833,99360.67672,0.20286534,0.282255732,22.82299549,0.419269785,3.057325,0.107017913,6140.40413,9.75E-06,2.11572053,8.03E-05,5.643980386,136091.7209,0.080751264,35.60756898,10.44026832,422.1762906,4974.195585,70.42172066,0.18784456,0.004683719,0.040950068,0.001369854,1
31,110,11664586924,2.164308801,44,2.278035594,139,24.09812837,77.11981349,83,2,137,18.28475136,82.32098544,-0.58131657,9611323454,0.244207524,829.2790123,0.792908311,0.687857801,107.4459753,156.2037608,168.1290659,174.7501006,145.1218507,179.0821324,1418046.055,123.8552601,0.723737774,84339.25775,0.059475683,1418280.304,14.45361542,68.47344326,-7.433118015,5.262060774,0.027479597,0.839270041,0.394469259,1.089283955,0.299367229,0.813222377,0.809252362,0.987875281,0.944789039,-0.390648864,0.897620124,0.341057329,3.640453933,0.12704021,3.455774866,0.840204594,0.223920608,7.280907866,2.95464901,1.430360931,420346.3515,0.232627669,1.464586752,13.65162809,280809942.6,4649899519,24958174.15,0.41256484,555.3805414,0.217881735,0.472546957,6.894828354,0.169168747,5.552435003,0.001480886,280353951,12.19268404,16.10922652,279.359248,2.219480806,0.176400238,4.622764077,177411.7488,0.268671149,0.374998542,8.51160907,0.512774684,5.384966393,0.102515209,5170.874488,8.95E-06,3.921770534,0.000108825,6.351989101,85179.91216,0.049486751,37.5071004,14.49226239,335.0709082,5624.700198,45.3430519,0.154103576,0.006782194,0.079814957,0.001611265,1
32,121,11956101422,2.309240381,55,1.959339516,148,27.78474531,82.55255424,89,3,145,21.95570447,88.69295917,-0.413779385,9851523999,0.226040644,1051.516796,0.789448554,0.667733045,101.1647077,151.5047195,162.1983378,170.7820363,138.5630074,174.0369707,1252164.619,119.6051818,0.718802923,78159.52458,0.062419528,1252348.297,16.13379218,88.01688187,-7.014786837,6.283863377,0.032734142,0.85396792,0.419815096,1.121900269,0.313055511,0.802115132,0.797566698,0.986969497,0.941340756,-0.399180969,0.912665299,0.358517851,3.832288141,0.114848053,3.679257393,0.858153013,0.25085729,7.664576282,3.142094453,1.694618195,343556.237,0.20812364,1.723689772,14.91307783,203154607.9,3684951092,16387546.94,0.485868234,442.2580008,0.174736468,0.418572933,6.468424513,0.188723954,5.672000027,0.001665255,202793997.5,14.16733955,14.66703552,278.473794,1.621950636,0.153207732,4.700908084,177717.8699,0.288452084,0.395885909,7.824024459,0.536631008,6.851631299,0.089603338,4394.183445,1.13E-05,3.602120018,0.000131108,6.541294839,72508.93877,0.047706796,37.17023652,16.16334175,316.2929619,5811.911319,37.22067911,0.135442955,0.007262095,0.100279751,0.001568205,1
29,93,7391598058,1.806862102,39,2.179940816,141,19.97654215,65.93243511,71,2,139,15.59311385,70.02299059,-0.561708804,6090489122,0.320795478,556.1332115,0.791939065,0.679927168,101.8054638,149.7299544,146.5411765,166.4663184,144.4145644,169.5968335,1241881.931,118.577,0.728764668,76668.50966,0.061735748,1242140.9,10.60898612,28.43213528,-4.526620905,3.342283317,0.013392488,0.836267804,0.279922487,0.890186554,0.217023377,0.862994031,0.861825267,0.992025796,0.960329038,-0.43131444,0.883447213,0.264500587,3.138126541,0.210064242,2.808947629,0.837872013,0.384253363,6.276253082,2.483574195,0.910017875,483598.8627,0.294058781,0.926557738,11.25739459,454707450.5,5733947282,48597199.38,0.449858926,283.5147892,0.178423404,0.423942795,5.213605295,0.166645612,5.535996085,0.001054064,453807401.3,8.535902381,36.18395217,476.5544011,5.079788822,0.218021369,4.694358078,92837.60007,0.209968364,0.284850808,22.65589032,0.430460253,3.140623619,0.108333037,3943.6577,1.09E-05,3.472051559,0.000146534,5.588222482,125230.3333,0.083071586,36.30362127,10.63251717,420.2237156,5066.047065,66.60967029,0.180837723,0.004709233,0.042652213,0.001301605,1
32,124,10872850141,2.381540844,54,2.173728261,155,28.30400547,84.36554942,91,1,154,22.13813861,90.79167132,-0.516240461,10872850141,0.214327665,1125.581651,0.780961412,0.695693383,105.6798787,151.9058271,165.6562706,170.5197936,140.8687332,172.4818831,1318782.25,118.6325893,0.74606807,77950.88786,0.059108233,1319020,16.94127155,111.0862775,-9.028750513,6.839878698,0.028017643,0.848602264,0.46094137,1.180817427,0.341376321,0.785206546,0.779379912,0.989066952,0.943726727,-0.380921409,0.90984674,0.381740924,3.920605134,0.100869428,3.83224586,0.852566027,0.228952426,7.841210268,3.230398307,1.849872431,282702.4767,0.198635077,1.891889887,16.27515015,136953302.1,2605518517,10520180.07,0.421638703,710.5307808,0.266715759,0.531188838,9.056585316,0.205040609,5.062182515,0.002019681,136708150.7,15.05981954,12.26685104,239.6603978,1.662912825,0.153731458,4.635065352,179332.7179,0.312882623,0.42587218,6.428851866,0.563532317,7.730964628,0.093143069,2940.300369,1.24E-05,5.870556612,0.000201545,6.630920542,62678.87616,0.047519277,36.34161201,16.97459174,290.02124,5615.642503,38.71855095,0.143096556,0.008535988,0.126174684,0.001845886,1
28,107,8464368917,2.166702479,43,2.342174752,133,23.74843497,73.71133513,80,2,131,18.00539795,79.03829813,-0.599580628,8464368917,0.244145814,813.6916446,0.773486976,0.652674404,103.161588,158.0598034,171.2921481,180.055547,143.0034965,181.4414506,1354716,122.2571993,0.705096054,83972.03545,0.061984974,1354938,13.52269238,65.95774508,-6.769087085,5.174402336,0.027920255,0.832205579,0.405512428,1.103106827,0.304402438,0.808189942,0.804032739,0.98750851,0.943264634,-0.382067546,0.893870407,0.349591729,3.513887551,0.123203775,3.479655869,0.832808166,0.250995429,7.027775101,2.967118384,1.411959789,330802.4405,0.235172157,1.440440967,10.63229572,214647672,3266087221,21106574.29,0.444801259,523.1488327,0.254449821,0.516659771,6.322505833,0.196364361,5.227447755,0.001517413,214213369.2,11.6019442,14.60296765,233.2583814,2.29526627,0.186862176,4.566770996,146187.7789,0.273551584,0.38567595,7.411347276,0.5195254,5.261324499,0.105916013,4356.40286,1.09E-05,4.056521966,0.000132732,6.379959698,65409.75788,0.048275093,37.05290851,13.57041872,325.1161293,5077.454381,50.77634977,0.170259331,0.007115505,0.078142673,0.001747608,1
27,127,10503420728,2.467112746,57,2.161723054,157,30.06406038,84.8874542,92,1,156,23.35343299,92.12507673,-0.533849226,10503420728,0.194840306,1281.149882,0.878278868,0.707737913,101.3620021,143.2196867,157.0127383,157.6642001,141.8731828,163.5145253,1237321.792,125.7868242,0.73258648,76081.72188,0.061489034,1237585,17.52420693,148.0078052,-10.85150366,8.00123663,0.034176997,0.852492244,0.49625657,1.245833562,0.383097585,0.773715586,0.765838332,0.987660988,0.939862745,-0.378493813,0.914273247,0.387588473,3.960167507,0.085256454,3.975952234,0.855157999,0.178840101,7.920335015,3.320217423,2.159411995,241131.44,0.191676217,2.210079546,15.75267666,157064227.5,3036082977,15747773.67,0.388739266,493.5246253,0.264199478,0.527907844,9.267978763,0.177810619,5.222429255,0.001509391,156625296.5,15.31569901,10.80282209,222.2332241,1.745035517,0.166119457,4.592947558,185003.3718,0.330721582,0.44348152,5.430193604,0.584018381,8.01854847,0.100995552,2872.613254,1.34E-05,6.060109363,0.000216553,6.715262834,57838.19485,0.046734725,37.45453243,17.56860498,276.7593588,5677.457246,44.08353084,0.161504689,0.009000909,0.128580366,0.001874146,1
36,120,9717555863,2.27541404,48,2.302947897,150,25.89207343,82.91408702,88,1,149,19.59325993,88.53828036,-0.520480009,9717555863,0.233940052,964.2812637,0.739660097,0.666080648,102.5625304,153.9791476,165.3390456,173.3493582,136.7515996,176.3264019,1239345.5,113.8922312,0.739410235,75461.75993,0.060888396,1239638,16.18139856,83.19167832,-7.601228548,5.735067919,0.022361891,0.840903332,0.421928017,1.121990774,0.311938304,0.800722694,0.796333196,0.990288328,0.94825723,-0.385209481,0.903632709,0.362566042,3.856335329,0.11823705,3.644412709,0.844752424,0.243599006,7.712670658,3.100881901,1.557516994,290000.9783,0.211863451,1.601092471,17.84612505,132236579.2,2404071511,9987758.998,0.371734626,611.3279671,0.228876064,0.4836925,8.859718234,0.169275037,5.237601362,0.002154661,132021181.1,14.23777026,14.79991372,285.9584744,1.568837937,0.152360012,4.674756857,146967.4264,0.290039519,0.399444155,8.090777734,0.536723485,6.97130089,0.089017401,2648.931095,1.31E-05,5.702904274,0.000216921,6.502847808,59766.15101,0.048212584,36.62365075,16.1931217,312.6636647,5761.239514,36.50686043,0.134612652,0.007775021,0.11363363,0.00162698,1
23,115,8619986681,2.28613962,55,2.041528566,182,28.35607743,76.16599402,83,1,181,22.33484535,83.1065097,-0.458840661,8619986681,0.223166915,1105.433309,0.834184601,0.711314077,103.1534779,145.0181872,150.7481343,161.0031056,148.1114445,165.4811167,1247848.625,120.9719386,0.727309015,77067.82285,0.061760554,1248063,14.39399855,98.5029831,-9.277516762,6.717056859,0.018897188,0.854578842,0.429397205,1.156335364,0.336924684,0.800720365,0.79498902,0.992054816,0.953348769,-0.39241357,0.908342763,0.351496839,3.584173307,0.113716511,3.655366517,0.856966392,0.238773449,7.168346613,3.09000438,1.81087223,278526.3695,0.216596945,1.833184602,19.32947774,119550606.3,2040068081,13525367.07,0.311670729,690.4300736,0.242001428,0.503503838,9.960039024,0.141052604,5.298285118,0.002285942,119359238.2,12.47443987,15.69408135,266.2617899,3.281157612,0.185644298,4.585752664,152701.6649,0.302759377,0.396243249,8.944863966,0.555372753,6.233355695,0.10539998,2152.242879,1.34E-05,8.58276771,0.000354474,6.424573969,61552.72273,0.049318602,41.6220679,14.45376075,320.4344356,5320.460331,63.34955786,0.189510806,0.00820478,0.109158215,0.001854467,1
25,95,5733871808,1.929348889,39,2.259584969,117,21.1076021,64.14818718,68,1,116,16.29098617,68.97411554,-0.508269263,5733871808,0.293133171,642.4386967,0.824459037,0.728982664,104.1934495,142.9299415,159.8405455,159.3047394,135.0592463,162.4161322,1204744.958,117.839882,0.732517387,74747.42999,0.062044194,1205246,10.23627211,32.4492401,-4.160338439,3.640520409,0.025651451,0.821397305,0.324263082,0.97243762,0.248523041,0.843152564,0.841107541,0.986555727,0.94671921,-0.40068321,0.881593914,0.297001223,3.068431731,0.174332032,3.058996945,0.82668686,0.318497309,6.136863463,2.668250215,0.999294111,353297.5816,0.264997554,1.02013664,15.76293955,166772016.9,1959396723,21131007,0.288104175,676.7850652,0.267398287,0.530277669,8.575898361,0.134413911,4.720721207,0.002099986,166545256.5,8.753171484,25.46883841,321.4280922,3.98015781,0.238798567,4.68098104,91510.096,0.22936941,0.322520497,15.09346727,0.458555992,3.636680537,0.122895673,5299.819146,1.25E-05,2.305182844,9.97E-05,5.967164905,69895.49941,0.057992725,36.53329321,10.27350018,383.0316782,4418.776425,68.14546464,0.203649161,0.006371251,0.067361923,0.001709724,1
34,106,10839086478,2.132842923,40,2.432483581,148,21.82953345,75.54816884,80,5,143,16.45218636,80.03758564,-0.615981118,8931132047,0.247411898,698.4893003,0.784737163,0.683372061,107.0332775,156.6251879,176.8995676,178.2754299,144.9127566,183.1631253,1393954.994,122.9096056,0.699969325,86212.6413,0.061847507,1394179.047,14.05269783,58.71966888,-5.724826601,4.775556628,0.022242688,0.858794743,0.332572046,0.977069415,0.24842092,0.838578866,0.836694576,0.990334613,0.953017079,-0.4401634,0.915789078,0.307462453,3.59852206,0.136909942,3.29566085,0.859259119,0.238026924,7.197044119,2.89695828,1.284484258,418625.1373,0.241359028,1.321036996,8.048588313,459065039.7,7121732234,39458736.73,0.494551142,322.7386737,0.211909832,0.464531891,4.090966929,0.208949905,5.327956065,0.000900109,457830771.2,11.79967113,21.65299917,372.5714748,2.582055396,0.174680253,4.81450958,131142.0521,0.22770964,0.330938983,11.71123733,0.454542113,4.616517317,0.092894618,4785.379286,9.89E-06,3.545427719,0.000119124,6.246823787,96297.54776,0.056912872,34.71796061,14.04180395,373.1155615,5936.797419,48.04083289,0.147822463,0.005327698,0.058431915,0.001313722,1
23,97,8560732366,2.039493314,46,1.897944469,138,22.94767456,65.12037531,71,2,136,18.77073668,70.34964452,-0.417960782,7035783412,0.275776719,708.4092038,0.83460552,0.631224314,99.99237964,158.4102155,160.1620027,179.86835,149.0795623,183.4808546,1421437.157,132.2100402,0.699614706,87386.35759,0.061477468,1421636.768,10.67808318,43.58495572,-4.670612502,4.413292947,0.020731877,0.841582521,0.346399069,0.997451881,0.255872546,0.832227515,0.830099159,0.989885411,0.951100106,-0.410127348,0.896445676,0.318203906,3.109594048,0.160564908,3.222806912,0.84661834,0.331046569,6.219188096,2.807553399,1.198169915,477028.9166,0.24484892,1.218291634,14.46318387,336003127.9,4126653099,46073662.88,0.331601993,529.4747018,0.217801194,0.475490838,6.73945133,0.152399627,5.143245775,0.001405393,335496832.2,9.260961692,21.2827867,270.723182,3.668403682,0.241494969,4.687183893,149711.9069,0.24583182,0.342755007,12.05055976,0.481929212,4.016862037,0.125626446,5289.186307,9.32E-06,3.769991752,0.000117095,6.126917078,94227.14749,0.054473959,36.61254036,10.72603793,363.8016627,4383.808753,70.10261414,0.21454583,0.005956547,0.059529956,0.001705106,1
28,118,14671880762,2.201958566,55,2.020096912,156,27.79854665,81.32858053,90,3,153,22.2822636,87.55089353,-0.539109646,12004348127,0.247744362,1050.820947,0.788437383,0.675574415,109.9088479,162.6894766,167.1467706,181.1538707,153.1866068,185.3782517,1565839.6,128.2704652,0.720117507,90554.96562,0.057831572,1566092.522,15.66935656,92.75652486,-10.5017574,6.344867875,0.02152032,0.862820799,0.389653241,1.098714144,0.310510589,0.817657376,0.812892524,0.990854955,0.952352889,-0.413210935,0.910629343,0.325711259,3.768264351,0.143630876,3.471179551,0.865395155,0.309025261,7.536528702,2.970896751,1.702934597,474207.4835,0.216915496,1.733425758,18.55452972,255988075.1,4932006888,19207541.85,0.371365081,585.7928448,0.169011207,0.404691053,7.657450981,0.143754521,5.671034127,0.001810773,255683094.6,12.76243639,21.51979833,427.1692654,2.632358607,0.177796172,4.668936858,205806.4625,0.289103075,0.363989262,13.45745071,0.542036401,6.053432156,0.10292087,3482.351884,9.25E-06,5.347758773,0.000162777,6.232893515,105922.0379,0.055337776,43.97477964,15.70431691,351.4958675,6504.85667,48.22942371,0.156309867,0.0070775,0.093156131,0.001612046,1
42,150,23166706036,2.562484066,63,2.108427392,229,33.0901148,103.5137935,111,3,226,25.69133567,110.6441135,-0.484357116,18948627088,0.185056051,1527.014406,0.807132435,0.70171097,111.006318,158.1937903,164.9375692,176.7800082,154.3986555,182.0760141,1547668.679,127.6833392,0.719116518,89978.10779,0.058137836,1547822.38,24.28543375,186.8930613,-12.5669865,9.211945386,0.017111243,0.877316096,0.479048919,1.215753309,0.365006676,0.779533578,0.772664056,0.994133145,0.957357859,-0.404583186,0.930722157,0.384261368,4.704544276,0.083055642,4.069267556,0.880308216,0.186969258,9.409088551,3.428902042,2.453343722,350195.8146,0.176444524,2.501855245,15.96991037,209988748.2,5612491364,12214953.86,0.491414133,600.1331626,0.192104085,0.441512308,7.643814643,0.200630458,5.800461957,0.001650834,209621809.7,21.84399832,11.13856153,301.7562741,0.842015377,0.095861869,4.791723934,264368.4974,0.315580362,0.433306162,5.468074087,0.567378111,11.24061908,0.059254384,1813.299218,9.89E-06,13.88642636,0.000393071,6.878552656,87932.93211,0.046466921,36.30987801,24.2772772,283.8698859,7735.41607,21.40799028,0.086056174,0.008370376,0.164440338,0.001282379,1
42,128,11951149266,2.323654818,50,2.201293727,182,26.60288174,90.90719668,98,4,178,20.35723829,96.24693761,-0.524526299,9765739384,0.218140365,999.3545924,0.807340931,0.67452757,95.39861453,141.4302672,144.305076,152.6437177,135.3314151,159.2241996,1054071.376,114.1824437,0.741865907,67515.79578,0.064052395,1054220.095,19.13808053,89.51563304,-6.93127721,6.230589631,0.018361487,0.845307194,0.439891186,1.145419514,0.322288761,0.793228957,0.788229026,0.992098197,0.952020869,-0.3874787,0.908143983,0.372611298,4.208419674,0.103383314,3.721995022,0.84776116,0.22191274,8.416839348,3.159479585,1.688070622,281430.9567,0.210730632,1.732156948,9.254069767,209367919.3,4363670679,14038484.43,0.602984658,311.5372093,0.181126284,0.426834947,4.394990973,0.242138303,5.485711218,0.001333192,208805299.8,16.53493601,12.18509421,273.3467676,0.945090465,0.115464813,4.627340738,159106.3026,0.292077026,0.412453215,5.875995427,0.5395521,7.8655562,0.069952205,2112.5357,1.26E-05,8.183552491,0.000296249,6.568102428,61750.11686,0.047863224,34.9049406,19.13350133,299.820161,6662.601369,23.35921096,0.097727666,0.007217437,0.106912878,0.001318144,1
27,113,12623685093,2.253520735,54,1.860995785,144,27.03785424,74.99812206,81,6,138,21.91449095,81.25057052,-0.332364639,10401595993,0.225701045,976.9368979,0.819296407,0.697029332,110.7542075,158.8946153,164.0732139,177.5022007,155.492225,182.9782902,1575293.781,130.1817874,0.720129978,90917.52538,0.057714648,1575604.248,13.95269831,77.57830584,-6.339930441,6.116764624,0.030924506,0.858247358,0.400986383,1.095604772,0.30098832,0.810103556,0.806042526,0.987683508,0.943869401,-0.406765481,0.912332389,0.346595378,3.541195414,0.114527376,3.57693709,0.859687284,0.216243113,7.082390828,3.066806044,1.645783854,431585.5381,0.223099096,1.666585389,13.93585338,230918760,3701249273,23066351.26,0.4598491,646.720504,0.185200603,0.434287794,6.332468584,0.18250959,5.773159749,0.001826169,230618900.3,12.06750278,15.82876602,265.4276211,2.499627675,0.183704426,4.664151171,205827.4365,0.27633508,0.380593356,8.448702899,0.522492449,5.649635742,0.102786375,5761.533281,8.78E-06,3.758032111,0.000103341,6.461428121,93800.60313,0.049053762,37.75379417,14.00919255,330.3202029,5302.674196,52.72401057,0.170636493,0.006987441,0.083690019,0.001742293,1
30,120,10502427996,2.282701181,51,2.210872612,144,27.29578768,81.66063962,88,1,143,21.21153231,87.89552226,-0.534479742,10502427996,0.232794322,1057.162769,0.837902869,0.657854417,100.804102,153.2316261,163.1103921,169.5788902,144.5890729,175.1256692,1359265.375,128.3932191,0.733178661,80936.38647,0.059544213,1359428,15.84900372,93.06307887,-9.130574953,6.194090556,0.033321226,0.845700918,0.428765174,1.145740026,0.328018493,0.799710074,0.794439106,0.986431403,0.940294889,-0.386773948,0.904839169,0.357337452,3.798643474,0.121141756,3.652813351,0.850255295,0.262751899,7.597286947,3.094978675,1.677799089,316467.1193,0.207839702,1.726403386,19.97987118,171131663.6,3144171760,14825304.13,0.338580135,595.2874396,0.239648728,0.499667563,10.55277684,0.146326195,5.091117978,0.001827239,170832155,13.62270409,15.6824617,303.5557157,1.872709612,0.172495558,4.651741057,167291.761,0.30193236,0.39895705,8.998479083,0.552641504,6.798041393,0.102115662,3751.811675,1.23E-05,3.67361178,0.000143642,6.454840771,66416.98228,0.048856565,39.81139602,15.87067943,316.2724057,5818.883426,42.03822344,0.152948085,0.007803096,0.111677172,0.00168812,1
32,114,8250097947,2.172914643,49,2.193203763,170,25.35048855,78.20289639,83,1,169,19.54124519,83.8361623,-0.491533441,8250097947,0.240778918,912.8091056,0.838187941,0.675800389,97.45619552,144.208552,155.6181223,160.8011194,135.1924554,164.1615058,1173526.75,120.8738692,0.74279916,72433.81886,0.061723194,1173806,14.78577033,68.21140703,-7.052255593,5.443915881,0.020015882,0.83859853,0.402318396,1.108052687,0.310621048,0.810850776,0.806320425,0.990647287,0.950734456,-0.392920019,0.899139083,0.341178553,3.680222327,0.130545527,3.461488178,0.844467065,0.260515971,7.360444654,2.941619248,1.480284703,282627.7381,0.231000145,1.522444451,14.85456534,179568176.9,3106061020,15529153.64,0.454466376,453.2318207,0.247803073,0.510276437,8.504448337,0.197655315,5.094560661,0.001558179,179156302.1,11.75735998,18.88569897,371.697004,1.831849455,0.184535579,4.544678081,131826.1695,0.289303417,0.379451905,11.46010663,0.536722491,5.474685713,0.109908815,2381.763191,1.41E-05,5.858809123,0.00024404,6.18892443,64938.03771,0.055322632,40.14800766,14.80167677,333.7305466,6012.474297,38.70999868,0.150036619,0.007013733,0.08344615,0.001723889,1
39,129,12684873217,2.370422158,48,2.431006855,180,26.89749202,91.36756158,98,7,173,19.88426459,97.02763339,-0.609909951,12684873217,0.214562952,1066.330332,0.788694637,0.671904573,104.4062205,155.3884655,165.6562706,170.7922715,145.0861813,175.3539278,1347133.75,122.5540494,0.722004142,81699.28332,0.06064675,1347396,19.27598799,121.6745597,-11.03025174,6.739889344,0.02168227,0.841558859,0.472945439,1.195197107,0.349783975,0.780065474,0.774134345,0.991266355,0.948603604,-0.366081193,0.901987341,0.390900957,4.211392454,0.094825549,3.847636754,0.844665146,0.198840256,8.422784908,3.222329174,1.82983412,289101.2634,0.207706232,1.862093434,12.8919319,141724837.5,3049028538,8894459.124,0.429093093,650.6106588,0.240788549,0.50325893,7.247346742,0.198775553,5.62433236,0.00200535,141476169.5,17.49758188,10.21959486,220.3432691,1.179945836,0.11871429,4.59670685,183838.4599,0.306662412,0.435789364,4.631760891,0.554938549,8.877316801,0.069898574,2340.033526,1.13E-05,8.816476133,0.000262804,6.69036229,65257.70852,0.048432464,32.84411464,19.32101179,278.3766094,6025.798031,31.75816106,0.115299365,0.008606625,0.135317322,0.001540529,1
35,118,10712985479,2.180885153,45,2.461939153,154,25.23788545,82.7533033,89,1,153,18.84616882,88.22482682,-0.65068982,10712985479,0.25289735,935.5108594,0.798386051,0.68759868,105.3356024,153.1934332,172.6991604,175.3539278,140.3566885,178.0280877,1376057.792,122.3075002,0.742716085,80553.74658,0.058539508,1376350,16.07115072,78.49736759,-9.068435854,5.441341867,0.020904263,0.835071252,0.406643411,1.120118491,0.318244483,0.809676124,0.804826478,0.990447857,0.950282547,-0.384075449,0.895457819,0.340847467,3.851339507,0.13936158,3.488148669,0.840323795,0.281985305,7.702679015,2.963821497,1.482397102,348075.2675,0.218779426,1.532411887,20.83484627,138289129.8,2601329773,10252913.35,0.28414515,836.7446559,0.245020397,0.506089308,10.99619804,0.129251672,5.173784344,0.0024812,138126696,13.41259649,17.50828581,348.9656157,1.755734386,0.165501541,4.641836685,152839.7846,0.285817974,0.380260723,10.13769065,0.534941535,6.326090951,0.09918259,2785.088359,1.14E-05,5.777482017,0.000197661,6.282856551,67282.29052,0.048884579,40.65483236,16.0844015,333.5171722,6281.697203,37.23371318,0.137713705,0.008023611,0.117034769,0.001686444,1
